"REF_DATE","GEO","DGUID","Supply and disposition","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-10","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units","0","v43973914","1.12","56781","","","","0"
"2020-10","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units","0","v43973915","1.13","5284","","","","0"
"2020-10","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units","0","v43973916","1.14","749851","","","","0"
"2020-10","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units","0","v43973917","1.15","178933","","","","0"
"2020-10","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units","0","v43973918","1.16","148718","","","","0"
"2020-10","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units","0","v43973919","1.17","30215","","","","0"
"2020-10","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units","0","v43973920","1.18","0","","","","0"
"2020-10","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units","0","v43973921","1.19","0","","","","0"
"2020-11","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units","0","v43973911","1.1","259649","","","","0"
"2020-11","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units","0","v43973922","1.2","1134109","","","","0"
"2020-11","Canada","2016A000011124","Coal, received","Metric tonnes","214","units","0","v43973924","1.3","348191","","","","0"
"2020-11","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units","0","v43973925","1.4","-2211","","","","0"
"2020-11","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units","0","v43973926","1.5","1220440","","","","0"
"2020-11","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units","0","v43973927","1.6","259649","","","","0"
"2020-11","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units","0","v43973928","1.7","237577","","","","0"
"2020-11","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units","0","v43973929","1.8","22072","","","","0"
"2020-11","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units","0","v43973930","1.9","206548","","","","0"
"2020-11","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units","0","v43973912","1.10","749851","","","","0"
"2020-11","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units","0","v43973913","1.11","180466","","","","0"
"2020-11","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units","0","v43973914","1.12","38726","","","","0"
"2020-11","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units","0","v43973915","1.13","16688","","","","0"
"2020-11","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units","0","v43973916","1.14","709229","","","","0"
"2020-11","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units","0","v43973917","1.15","206548","","","","0"
"2020-11","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units","0","v43973918","1.16","206548","","","","0"
"2020-11","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units","0","v43973919","1.17","0","","","","0"
"2020-11","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units","0","v43973920","1.18","0","","","","0"
"2020-11","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units","0","v43973921","1.19","0","","","","0"
"2020-12","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units","0","v43973911","1.1","257973","","","","0"
"2020-12","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units","0","v43973922","1.2","1220440","","","","0"
"2020-12","Canada","2016A000011124","Coal, received","Metric tonnes","214","units","0","v43973924","1.3","428945","","","","0"
"2020-12","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units","0","v43973925","1.4","-4230","","","","0"
"2020-12","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units","0","v43973926","1.5","1387182","","","","0"
"2020-12","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units","0","v43973927","1.6","257973","","","","0"
"2020-12","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units","0","v43973928","1.7","245236","","","","0"
"2020-12","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units","0","v43973929","1.8","12737","","","","0"
"2020-12","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units","0","v43973930","1.9","342792","","","","0"
"2020-12","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units","0","v43973912","1.10","709229","","","","0"
"2020-12","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units","0","v43973913","1.11","184883","","","","0"
"2020-12","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units","0","v43973914","1.12","66594","","","","0"
"2020-12","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units","0","v43973915","1.13","-3931","","","","0"
"2020-12","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units","0","v43973916","1.14","613915","","","","0"
"2020-12","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units","0","v43973917","1.15","342792","","","","0"
"2020-12","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units","0","v43973918","1.16","192259","","","","0"
"2020-12","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units","0","v43973919","1.17","17517","","","","0"
"2020-12","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units","0","v43973920","1.18","0","","","","0"
"2020-12","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units","0","v43973921","1.19","133016","","","","0"
"2021-01","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units","0","v43973911","1.1","275444","","","","0"
"2021-01","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units","0","v43973922","1.2","1387182","","","","0"
"2021-01","Canada","2016A000011124","Coal, received","Metric tonnes","214","units","0","v43973924","1.3","15382","","","","0"
"2021-01","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units","0","v43973925","1.4","886","","","","0"
"2021-01","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units","0","v43973926","1.5","1128006","","","","0"
"2021-01","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units","0","v43973927","1.6","275444","","","","0"
"2021-01","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units","0","v43973928","1.7","265625","","","","0"
"2021-01","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units","0","v43973929","1.8","9819","","","","0"
"2021-01","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units","0","v43973930","1.9","271864","","","","0"
"2021-01","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units","0","v43973912","1.10","613915","","","","0"
"2021-01","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units","0","v43973913","1.11","189995","","","","0"
"2021-01","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units","0","v43973914","1.12","96024","","","","0"
"2021-01","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units","0","v43973915","1.13","6550","","","","0"
"2021-01","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units","0","v43973916","1.14","613438","","","","0"
"2021-01","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units","0","v43973917","1.15","271864","","","","0"
"2021-01","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units","0","v43973918","1.16","219383","","","","0"
"2021-01","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units","0","v43973919","1.17","52481","","","","0"
"2021-01","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units","0","v43973920","1.18","0","","","","0"
"2021-01","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units","0","v43973921","1.19","0","","","","0"
"2021-02","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units","0","v43973911","1.1","233832","","","","0"
"2021-02","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units","0","v43973922","1.2","1128006","","","","0"
"2021-02","Canada","2016A000011124","Coal, received","Metric tonnes","214","units","0","v43973924","1.3","0","","","","0"
"2021-02","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units","0","v43973925","1.4","3918","","","","0"
"2021-02","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units","0","v43973926","1.5","898092","","","","0"
"2021-02","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units","0","v43973927","1.6","233832","","","","0"
"2021-02","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units","0","v43973928","1.7","224933","","","","0"
"2021-02","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units","0","v43973929","1.8","8899","","","","0"
"2021-02","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units","0","v43973930","1.9","259224","","","","0"
"2021-02","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units","0","v43973912","1.10","613438","","","","0"
"2021-02","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units","0","v43973913","1.11","172345","","","","0"
"2021-02","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units","0","v43973914","1.12","74370","","","","0"
"2021-02","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units","0","v43973915","1.13","-11954","","","","0"
"2021-02","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units","0","v43973916","1.14","588975","","","","0"
"2021-02","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units","0","v43973917","1.15","259224","","","","0"
"2021-02","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units","0","v43973918","1.16","195439","","","","0"
"2021-02","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units","0","v43973919","1.17","63785","","","","0"
"2021-02","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units","0","v43973920","1.18","0","","","","0"
"2021-02","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units","0","v43973921","1.19","0","","","","0"
"2021-03","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units","0","v43973911","1.1","241753","","","","0"
"2021-03","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units","0","v43973922","1.2","898092","","","","0"
"2021-03","Canada","2016A000011124","Coal, received","Metric tonnes","214","units","0","v43973924","1.3","25359","","","","0"
"2021-03","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units","0","v43973925","1.4","7673","","","","0"
"2021-03","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units","0","v43973926","1.5","689371","","","","0"
"2021-03","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units","0","v43973927","1.6","241753","","","","0"
"2021-03","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units","0","v43973928","1.7","220433","","","","0"
"2021-03","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units","0","v43973929","1.8","21320","","","","0"
"2021-03","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units","0","v43973930","1.9","303780","","","","0"
"2021-03","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units","0","v43973912","1.10","588975","","","","0"
"2021-03","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units","0","v43973913","1.11","179699","","","","0"
"2021-03","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units","0","v43973914","1.12","96735","","","","0"
"2021-03","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units","0","v43973915","1.13","-1967","","","","0"
"2021-03","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units","0","v43973916","1.14","544550","","","","0"
"2021-03","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units","0","v43973917","1.15","303780","","","","0"
"2021-03","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units","0","v43973918","1.16","216549","","","","0"
"2021-03","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units","0","v43973919","1.17","87231","","","","0"
"2021-03","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units","0","v43973920","1.18","0","","","","0"
"2021-03","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units","0","v43973921","1.19","0","","","","0"
"2021-04","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units","0","v43973911","1.1","233355","","","","0"
"2021-04","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units","0","v43973922","1.2","689371","","","","0"
"2021-04","Canada","2016A000011124","Coal, received","Metric tonnes","214","units","0","v43973924","1.3","215820","","","","0"
"2021-04","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units","0","v43973925","1.4","578","","","","0"
"2021-04","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units","0","v43973926","1.5","672414","","","","0"
"2021-04","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units","0","v43973927","1.6","233355","","","","0"
"2021-04","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units","0","v43973928","1.7","212907","","","","0"
"2021-04","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units","0","v43973929","1.8","20448","","","","0"
"2021-04","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units","0","v43973930","1.9","280443","","","","0"
"2021-04","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units","0","v43973912","1.10","544550","","","","0"
"2021-04","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units","0","v43973913","1.11","161161","","","","0"
"2021-04","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units","0","v43973914","1.12","125359","","","","0"
"2021-04","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units","0","v43973915","1.13","-22815","","","","0"
"2021-04","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units","0","v43973916","1.14","527812","","","","0"
"2021-04","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units","0","v43973917","1.15","280443","","","","0"
"2021-04","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units","0","v43973918","1.16","204646","","","","0"
"2021-04","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units","0","v43973919","1.17","49119","","","","0"
"2021-04","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units","0","v43973920","1.18","0","","","","0"
"2021-04","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units","0","v43973921","1.19","26678","","","","0"
"2021-05","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units","0","v43973911","1.1","247476","","","","0"
"2021-05","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units","0","v43973922","1.2","672414","","","","0"
"2021-05","Canada","2016A000011124","Coal, received","Metric tonnes","214","units","0","v43973924","1.3","287915","","","","0"
"2021-05","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units","0","v43973925","1.4","-1678","","","","0"
"2021-05","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units","0","v43973926","1.5","711175","","","","0"
"2021-05","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units","0","v43973927","1.6","247476","","","","0"
"2021-05","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units","0","v43973928","1.7","221685","","","","0"
"2021-05","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units","0","v43973929","1.8","25791","","","","0"
"2021-05","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units","0","v43973930","1.9","290962","","","","0"
"2021-05","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units","0","v43973912","1.10","527812","","","","0"
"2021-05","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units","0","v43973913","1.11","168601","","","","0"
"2021-05","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units","0","v43973914","1.12","114632","","","","0"
"2021-05","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units","0","v43973915","1.13","-5665","","","","0"
"2021-05","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units","0","v43973916","1.14","514418","","","","0"
"2021-05","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units","0","v43973917","1.15","290962","","","","0"
"2021-05","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units","0","v43973918","1.16","232132","","","","0"
"2021-05","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units","0","v43973919","1.17","58830","","","","0"
"2021-05","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units","0","v43973920","1.18","0","","","","0"
"2021-05","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units","0","v43973921","1.19","0","","","","0"
"2021-06","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units","0","v43973911","1.1","219266","","","","0"
"2021-06","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units","0","v43973922","1.2","711175","","","","0"
"2021-06","Canada","2016A000011124","Coal, received","Metric tonnes","214","units","0","v43973924","1.3","289652","","","","0"
"2021-06","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units","0","v43973925","1.4","38828","","","","0"
"2021-06","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units","0","v43973926","1.5","820389","","","","0"
"2021-06","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units","0","v43973927","1.6","219266","","","","0"
"2021-06","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units","0","v43973928","1.7","208976","","","","0"
"2021-06","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units","0","v43973929","1.8","10290","","","","0"
"2021-06","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units","0","v43973930","1.9","252492","","","","0"
"2021-06","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units","0","v43973912","1.10","514418","","","","0"
"2021-06","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units","0","v43973913","1.11","157099","","","","0"
"2021-06","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units","0","v43973914","1.12","152449","","","","0"
"2021-06","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units","0","v43973915","1.13","-15931","","","","0"
"2021-06","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units","0","v43973916","1.14","536349","","","","0"
"2021-06","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units","0","v43973917","1.15","252492","","","","0"
"2021-06","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units","0","v43973918","1.16","195207","","","","0"
"2021-06","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units","0","v43973919","1.17","50644","","","","0"
"2021-06","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units","0","v43973920","1.18","0","","","","0"
"2021-06","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units","0","v43973921","1.19","6641","","","","0"
"2021-07","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units","0","v43973911","1.1","246537","","","","0"
"2021-07","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units","0","v43973922","1.2","820389","","","","0"
"2021-07","Canada","2016A000011124","Coal, received","Metric tonnes","214","units","0","v43973924","1.3","296303","","","","0"
"2021-07","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units","0","v43973925","1.4","7965","","","","0"
"2021-07","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units","0","v43973926","1.5","878120","","","","0"
"2021-07","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units","0","v43973927","1.6","246537","","","","0"
"2021-07","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units","0","v43973928","1.7","223293","","","","0"
"2021-07","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units","0","v43973929","1.8","23244","","","","0"
"2021-07","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units","0","v43973930","1.9","284512","","","","0"
"2021-07","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units","0","v43973912","1.10","536349","","","","0"
"2021-07","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units","0","v43973913","1.11","168350","","","","0"
"2021-07","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units","0","v43973914","1.12","121674","","","","0"
"2021-07","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units","0","v43973915","1.13","-21319","","","","0"
"2021-07","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units","0","v43973916","1.14","520542","","","","0"
"2021-07","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units","0","v43973917","1.15","284512","","","","0"
"2021-07","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units","0","v43973918","1.16","217219","","","","0"
"2021-07","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units","0","v43973919","1.17","46440","","","","0"
"2021-07","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units","0","v43973920","1.18","0","","","","0"
"2021-07","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units","0","v43973921","1.19","20853","","","","0"
"2021-08","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units","0","v43973911","1.1","208540","","","","0"
"2021-08","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units","0","v43973922","1.2","878120","","","","0"
"2021-08","Canada","2016A000011124","Coal, received","Metric tonnes","214","units","0","v43973924","1.3","358225","","","","0"
"2021-08","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units","0","v43973925","1.4","9603","","","","0"
"2021-08","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units","0","v43973926","1.5","1037408","","","","0"
"2021-08","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units","0","v43973927","1.6","208540","","","","0"
"2021-08","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units","0","v43973928","1.7","190013","","","","0"
"2021-08","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units","0","v43973929","1.8","18527","","","","0"
"2021-08","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units","0","v43973930","1.9","271439","","","","0"
"2021-08","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units","0","v43973912","1.10","520542","","","","0"
"2021-08","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units","0","v43973913","1.11","161664","","","","0"
"2021-08","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units","0","v43973914","1.12","117909","","","","0"
"2021-08","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units","0","v43973915","1.13","-19177","","","","0"
"2021-08","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units","0","v43973916","1.14","509499","","","","0"
"2021-08","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units","0","v43973917","1.15","271439","","","","0"
"2021-08","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units","0","v43973918","1.16","210561","","","","0"
"2021-08","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units","0","v43973919","1.17","43603","","","","0"
"2021-08","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units","0","v43973920","1.18","0","","","","0"
"2021-08","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units","0","v43973921","1.19","17275","","","","0"
"2021-09","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units","0","v43973911","1.1","217548","","","","0"
"2021-09","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units","0","v43973922","1.2","1037408","","","","0"
"2021-09","Canada","2016A000011124","Coal, received","Metric tonnes","214","units","0","v43973924","1.3","412565","","","","0"
"2021-09","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units","0","v43973925","1.4","0","","","","0"
"2021-09","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units","0","v43973926","1.5","1232425","","","","0"
"2021-09","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units","0","v43973927","1.6","217548","","","","0"
"2021-09","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units","0","v43973928","1.7","199338","","","","0"
"2021-09","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units","0","v43973929","1.8","18210","","","","0"
"2021-09","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units","0","v43973930","1.9","261781","","","","0"
"2021-09","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units","0","v43973912","1.10","509499","","","","0"
"2021-09","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units","0","v43973913","1.11","153499","","","","0"
"2021-09","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units","0","v43973914","1.12","132590","","","","0"
"2021-09","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units","0","v43973915","1.13","-3825","","","","0"
"2021-09","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units","0","v43973916","1.14","529982","","","","0"
"2021-09","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units","0","v43973917","1.15","261781","","","","0"
"2021-09","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units","0","v43973918","1.16","190600","","","","0"
"2021-09","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units","0","v43973919","1.17","48985","","","","0"
"2021-09","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units","0","v43973920","1.18","0","","","","0"
"2021-09","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units","0","v43973921","1.19","22196","","","","0"
"2021-10","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units","0","v43973911","1.1","223203","","","","0"
"2021-10","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units","0","v43973922","1.2","1232425","","","","0"
"2021-10","Canada","2016A000011124","Coal, received","Metric tonnes","214","units","0","v43973924","1.3","361838","","","","0"
"2021-10","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units","0","v43973925","1.4","-12732","","","","0"
"2021-10","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units","0","v43973926","1.5","1358328","","","","0"
"2021-10","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units","0","v43973927","1.6","223203","","","","0"
"2021-10","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units","0","v43973928","1.7","210384","","","","0"
"2021-10","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units","0","v43973929","1.8","12819","","","","0"
"2021-10","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units","0","v43973930","1.9","277589","","","","0"
"2021-10","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units","0","v43973912","1.10","529982","","","","0"
"2021-10","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units","0","v43973913","1.11","152173","","","","0"
"2021-10","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units","0","v43973914","1.12","146428","","","","0"
"2021-10","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units","0","v43973915","1.13","-3993","","","","0"
"2021-10","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units","0","v43973916","1.14","547001","","","","0"
